조사일,채수위치,total_cyano,microcystis,anabaena,oscillatoria,aphanizomenon,일조시간 합계(hr),투명도,발령단계,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),전년저수위,예년저수위,취수량1,취수량2,취수량3,기타방류량1,기타방류량2,기타방류량3,outlet방류량,예년강수량,기타발전방류량,일강수량(mm)
2016-01-17,문의,32.862940998553505,1e-06,1e-06,1e-06,32.862940998553505,,,미발령,8.8,8.2,13.3,1.7,4.5,1.2666666666666666,-2.033333333333333,5.566666666666666,0.9,79.3,0.0,3.49,9.3,66.16,614.208,41.2,3.8592,18.435,18.435,73.14,69.08,4.699,4.406,0.0,0.0,0.0,0.0,0.0,0.6555,0.0,
2016-01-18,문의,26.000001,1e-06,1e-06,1e-06,26.000001,,,미발령,8.8,8.2,13.3,1.7,4.5,-3.9,-9.533333333333331,1.366666666666667,2.9,76.33333333333333,3.133333333333333,5.4350000000000005,8.3,66.16,614.208,41.2,0.3891,18.608,18.608,73.12,69.05,4.665,4.413,0.0,0.0,0.0,0.0,0.0,0.9342,0.0,
2016-01-19,문의,2.268252798847454,1e-06,1e-06,1e-06,2.268252798847454,,,미발령,8.8,8.2,13.3,1.7,4.5,-9.366666666666667,-11.833333333333334,-6.433333333333334,3.333333333333333,64.56666666666666,6.633333333333333,10.26,5.9,66.14,613.346,41.2,0.3989,9.559,19.534,73.09,69.03,5.382,4.469,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,
2016-01-20,문의,0.1978834831383009,1e-06,1e-06,1e-06,0.1978834831383009,,,미발령,8.8,8.2,13.3,1.7,4.5,-9.5,-13.833333333333334,-5.166666666666667,1.0666666666666669,62.833333333333336,6.4,9.16,4.949999999999999,66.14,613.346,41.2,0.0,19.465,19.465,73.07,69.01,5.313,4.579,0.0,0.0,0.0,0.0,0.0,0.8888,0.0,
2016-01-21,문의,0.0172634518157954,1e-06,1e-06,1e-06,0.0172634518157954,,,미발령,8.8,8.2,13.3,1.7,4.5,-6.866666666666667,-10.866666666666667,-1.6666666666666667,1.0666666666666669,60.8,5.066666666666666,8.649999999999999,4.699999999999999,66.12,612.485,41.1,0.0273,8.791,18.757,73.04,68.99,4.688,4.612,0.0,0.0,0.0,0.0,0.0,1.5116,0.0,
2016-01-22,문의,0.001506071976649,1e-06,1e-06,1e-06,0.001506071976649,,,미발령,8.8,8.2,13.3,1.7,4.5,-6.566666666666666,-12.4,-0.8666666666666667,1.1,53.63333333333333,7.333333333333333,11.28,4.65,66.11,612.055,41.1,0.0,14.43,19.409,73.03,68.96,5.324,4.608,0.0,0.0,0.0,0.0,0.0,1.2983,0.0,
2016-01-23,문의,0.0001313904555734,1e-06,1e-06,1e-06,0.0001313904555734,,,미발령,8.8,8.2,13.3,1.7,4.5,-8.799999999999999,-12.566666666666668,-5.266666666666667,2.8000000000000003,53.63333333333333,6.933333333333333,10.7,6.75,66.1,611.625,41.1,0.0,14.94,19.917,73.01,68.94,5.902,4.612,0.0,0.0,0.0,0.0,0.0,1.0321,0.0,
2016-01-24,문의,1.1462567582066314e-05,1e-06,1e-06,1e-06,1.1462567582066314e-05,,,미발령,8.8,8.2,13.3,1.7,4.5,-13.166666666666666,-17.166666666666668,-9.766666666666666,1.8,61.43333333333334,6.466666666666666,8.76,4.35,66.08,610.765,41.0,0.1937,9.25,19.197,72.99,68.91,5.174,4.6,0.0,0.0,0.0,0.0,0.0,0.329,0.0,
2016-01-25,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-8.5,-14.8,-2.9,0.9666666666666668,67.0,8.166666666666666,12.38,2.5,66.07,610.336,41.0,0.0,14.502,19.472,72.98,68.88,5.082,4.923,0.0,0.0,0.0,0.0,0.0,0.1502,0.0,
2016-01-26,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-2.6666666666666665,-7.1000000000000005,2.7,0.7999999999999999,73.23333333333333,3.4,8.120000000000001,6.65,66.06,609.907,40.9,0.0273,15.096,20.063,72.95,68.85,5.294,5.19,0.0,0.0,0.0,0.0,0.0,0.474,0.0,
2016-01-27,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-1.3,-6.533333333333334,5.1000000000000005,0.7999999999999999,68.66666666666667,8.466666666666667,10.79,2.0,66.05,609.478,40.9,0.0273,16.094,21.059,72.93,68.81,6.061,5.452,0.0,0.0,0.0,0.0,0.0,0.6125,0.0,
2016-01-28,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-0.9666666666666668,-6.3,2.3666666666666667,0.9333333333333332,69.03333333333335,0.1,3.265,8.350000000000001,66.04,609.049,40.9,1.2315,15.352,20.315,72.91,68.78,5.532,4.804,0.0,0.0,0.0,0.0,0.0,0.2481,0.0,
2016-01-29,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.433333333333333,0.1999999999999999,5.066666666666666,1.4333333333333331,75.26666666666667,0.0,3.055,9.65,66.03,608.621,40.9,4.0927,15.272,20.232,72.91,68.74,5.567,4.761,0.0,0.0,0.0,0.0,0.0,0.4036,0.0,
2016-01-30,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.5,-1.5333333333333334,8.4,1.0333333333333334,73.0,4.833333333333333,9.865,5.65,66.01,607.764,40.8,0.0,10.618,20.531,72.89,68.71,5.926,4.678,0.0,0.0,0.0,0.0,0.0,0.6372,0.0,
2016-01-31,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-2.066666666666667,-4.533333333333334,2.066666666666667,1.7333333333333334,55.56666666666666,8.333333333333334,11.1,3.5,66.0,607.336,40.8,0.0,14.003,18.956,72.88,68.67,4.317,4.758,0.0,0.0,0.0,0.0,0.0,1.1584,0.0,
2016-02-01,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-4.6,-8.1,0.3999999999999999,1.8,49.0,9.3,13.89,0.95,65.99,606.908,40.7,0.0,14.829,19.78,72.87,68.64,5.371,4.595,0.0,0.0,0.0,0.0,0.0,1.1357,0.0,
2016-02-02,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-4.833333333333333,-10.6,1.7666666666666666,1.1666666666666667,50.53333333333333,9.333333333333334,14.19,0.0,65.98,606.481,40.7,0.0,13.342,18.29,72.83,68.6,3.981,4.552,0.0,0.0,0.0,0.0,0.0,0.4428,0.0,
2016-02-03,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-3.0,-10.366666666666667,4.333333333333333,1.0333333333333334,58.13333333333333,9.133333333333333,13.355,0.45,65.97,606.053,40.7,0.0,14.471,19.417,72.8,68.57,5.0,4.512,0.0,0.0,0.0,0.0,0.0,0.4289,0.0,
2016-02-04,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-0.9333333333333336,-6.6000000000000005,5.066666666666666,1.5333333333333332,52.6,6.9,10.97,2.7,65.96,605.626,40.7,0.0,15.199,20.143,72.76,68.54,5.74,4.515,0.0,0.0,0.0,0.0,0.0,0.3901,0.0,
2016-02-05,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-1.4333333333333331,-6.666666666666667,4.333333333333333,1.6333333333333335,46.0,9.366666666666667,13.29,1.25,65.95,605.199,40.6,0.0,15.112,20.053,72.73,68.51,5.613,4.595,0.0,0.0,0.0,0.0,0.0,0.2285,0.0,
2016-02-06,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-2.4333333333333336,-5.966666666666666,2.5,1.7,47.2,9.333333333333334,13.955,1.25,65.93,604.346,40.6,0.0,10.388,20.263,72.7,68.47,5.856,4.519,0.0,0.0,0.0,0.0,0.0,0.1974,0.0,
2016-02-07,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-3.4,-10.6,4.133333333333334,0.9333333333333336,51.03333333333333,9.533333333333331,14.87,0.15,65.92,603.92,40.5,0.0,13.83,18.764,72.66,68.44,4.433,4.551,0.0,0.0,0.0,0.0,0.0,0.3374,0.0,
2016-02-08,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,1.5,-6.966666666666666,7.533333333333334,1.8,54.0,7.400000000000001,11.105,5.35,65.91,603.494,40.5,0.0,13.266,18.198,72.64,68.41,3.816,4.411,0.0,0.0,0.0,0.0,0.0,1.4661,0.0,
2016-02-09,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,1.8333333333333333,-2.333333333333333,6.9,2.6333333333333333,44.66666666666666,9.6,14.79,1.05,65.89,602.642,40.5,0.0,8.915,18.771,72.58,68.37,4.495,4.364,0.0,0.0,0.0,0.0,0.0,1.3587,0.0,
2016-02-10,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.066666666666667,-5.866666666666667,11.933333333333332,0.7666666666666666,48.36666666666667,9.666666666666666,15.28,0.0,65.87,601.791,40.4,0.0,9.262,19.109,72.53,68.34,4.642,4.466,0.0,0.0,0.0,0.0,0.0,1.7758,0.0,
2016-02-11,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,6.233333333333333,-2.6666666666666665,13.566666666666668,1.7333333333333334,43.6,3.766666666666667,9.14,6.3,65.87,601.791,40.4,0.0273,18.415,18.415,72.48,68.31,4.155,4.475,0.0,0.0,0.0,0.0,0.0,1.4615,0.0,
2016-02-12,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,9.6,7.233333333333333,11.366666666666667,1.8,87.66666666666667,0.0,1.98,10.0,65.87,601.791,40.4,13.1876,19.941,19.941,72.43,68.28,5.359,4.521,0.0,0.0,0.0,0.0,0.0,1.0879,0.0,
2016-02-13,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,12.1,8.233333333333333,18.066666666666663,1.6,91.96666666666664,1.3333333333333333,6.26,9.7,65.88,602.217,40.4,5.1644,24.957,20.035,72.38,68.28,5.613,4.578,0.0,0.0,0.0,0.0,0.0,1.3353,0.0,
2016-02-14,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-0.6,-4.433333333333334,9.8,3.3666666666666667,73.2,1.9,5.09,8.8,65.88,602.217,40.4,0.1608,19.726,19.726,72.32,68.27,5.301,4.578,0.0,0.0,0.0,0.0,0.0,0.5956,0.0,
2016-02-15,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-4.1000000000000005,-7.399999999999999,-0.6666666666666666,2.9333333333333336,55.73333333333333,8.633333333333333,16.055,3.55,65.9,603.068,40.5,0.055,29.205,19.353,72.28,68.26,5.219,4.57,0.0,0.0,0.0,0.0,0.0,1.0845,0.0,
2016-02-16,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-0.9666666666666668,-4.133333333333334,3.366666666666667,1.9333333333333331,72.36666666666666,3.5,8.89,6.3,65.94,604.773,40.6,0.7744,39.033,19.301,72.25,68.24,5.289,4.459,0.0,0.0,0.0,0.0,0.0,2.34,0.0,
2016-02-17,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,0.3333333333333333,-5.366666666666667,6.266666666666667,1.4666666666666668,55.333333333333336,9.766666666666667,15.05,1.2,65.96,605.626,40.7,0.0,29.091,19.211,72.22,68.21,5.266,4.448,0.0,0.0,0.0,0.0,0.0,0.7136,0.0,
2016-02-18,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.833333333333333,-3.9,9.4,1.4,60.86666666666667,7.5,11.585,4.5,65.97,606.053,40.7,0.0,24.252,19.308,72.22,68.19,5.337,4.443,0.0,0.0,0.0,0.0,0.0,0.6951,0.0,
2016-02-19,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.8666666666666667,-0.9,5.7,0.9666666666666668,63.86666666666667,0.5,4.695,7.199999999999999,65.98,606.481,40.7,0.0,23.357,18.411,72.21,68.17,4.489,4.403,0.0,0.0,0.0,0.0,0.0,0.7677,0.0,
2016-02-20,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.233333333333333,-1.4333333333333331,8.200000000000001,2.0,49.36666666666667,8.266666666666666,13.38,4.4,65.99,606.908,40.7,0.0,24.432,19.484,72.18,68.15,5.718,4.43,0.0,0.0,0.0,0.0,0.0,0.9292,0.0,
2016-02-21,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,0.0666666666666666,-4.733333333333333,5.3,1.8333333333333333,38.9,9.433333333333332,15.105,3.35,65.98,606.481,40.7,0.0,12.949,17.897,72.17,68.14,3.981,4.471,0.0,0.0,0.0,0.0,0.0,1.0818,0.0,
2016-02-22,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.2666666666666666,-2.1,6.866666666666667,0.8333333333333334,39.8,2.1333333333333333,9.245,9.0,65.99,606.908,40.7,0.0,23.467,18.519,72.15,68.14,4.524,4.479,0.0,0.0,0.0,0.0,0.0,2.4295,0.0,
2016-02-23,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.0,-2.966666666666667,7.1000000000000005,2.266666666666667,49.6,6.2,12.47,5.4,65.98,606.481,40.7,0.0,14.139,19.087,72.13,68.15,5.21,4.53,0.0,0.0,0.0,0.0,0.0,1.4901,0.0,
2016-02-24,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-2.1333333333333333,-6.833333333333333,3.3666666666666667,1.8666666666666665,46.86666666666667,9.566666666666666,16.395,1.25,65.98,606.481,40.7,0.0,19.255,19.255,72.12,68.16,5.477,4.438,0.0,0.0,0.0,0.0,0.0,0.8995,0.0,
2016-02-25,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-0.2333333333333333,-6.433333333333334,5.6000000000000005,1.5666666666666669,52.86666666666667,8.866666666666667,13.94,2.7,65.97,606.053,40.7,0.0,14.405,19.351,72.1,68.17,5.404,4.457,0.0,0.0,0.0,0.0,0.0,2.9067,0.0,
2016-02-26,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.033333333333333,-1.4,5.366666666666667,1.0666666666666669,86.39999999999999,1.1666666666666667,8.55,8.65,65.98,606.481,40.7,2.1844,23.161,18.215,72.08,68.16,4.13,4.567,0.0,0.0,0.0,0.0,0.0,0.3202,0.0,
2016-02-27,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,4.333333333333333,0.4333333333333333,10.0,1.2666666666666666,68.83333333333333,7.433333333333334,13.48,6.8,65.97,606.053,40.7,2.2374,14.657,19.603,72.06,68.16,5.499,4.609,0.0,0.0,0.0,0.0,0.0,2.1217,0.0,
2016-02-28,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,1.2666666666666666,-2.233333333333333,5.166666666666667,0.9666666666666668,82.8,0.0,1.93,7.9,65.98,606.481,40.7,8.7215,24.105,19.159,72.04,68.16,5.162,4.452,0.0,0.0,0.0,0.0,0.0,1.8754,0.0,
2016-02-29,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-3.1666666666666665,-6.533333333333334,-0.3333333333333333,2.1,64.8,5.966666666666666,13.715,5.5,65.98,606.481,40.7,0.3277,18.787,18.787,72.04,68.21,4.769,4.607,0.0,0.0,0.0,0.0,0.0,0.192,0.0,
2016-03-01,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,-2.6,-8.833333333333334,3.466666666666667,1.4333333333333331,58.2,10.466666666666669,18.61,0.2,65.99,606.908,40.7,0.0273,23.953,19.005,72.02,68.17,5.02,4.506,0.0,0.0,0.0,0.0,0.0,1.8123,0.0,
2016-03-02,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.3666666666666667,-4.8,9.966666666666669,1.3666666666666665,62.4,10.3,17.84,0.4,65.99,606.908,40.7,0.0,19.524,19.524,72.0,68.18,5.519,4.466,0.0,0.0,0.0,0.0,0.0,0.4967,0.0,
2016-03-03,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,6.3,-1.3666666666666665,15.633333333333333,0.7999999999999999,65.96666666666665,6.766666666666667,14.670000000000002,3.0,65.99,606.908,40.7,0.0,19.395,19.395,71.99,68.19,5.43,4.461,0.0,0.0,0.0,0.0,0.0,1.4386,0.0,
2016-03-04,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,9.1,3.5666666666666664,13.333333333333334,0.9666666666666668,77.63333333333333,0.0999999999999999,3.845,9.25,66.0,607.336,40.8,9.251,22.82,17.869,71.94,68.19,4.034,4.474,0.0,0.0,0.0,0.0,0.0,2.0339,0.0,
2016-03-05,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,12.366666666666664,8.0,16.5,2.3000000000000003,88.7,2.0,6.855,8.65,66.04,609.049,40.9,32.3033,39.054,19.227,71.91,68.21,5.316,4.439,0.0,0.0,0.0,0.0,0.0,2.7183,0.0,
2016-03-06,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,9.833333333333334,5.5,14.4,1.4333333333333331,65.8,7.166666666666667,15.125,4.699999999999999,66.27,618.963,41.5,0.2041,133.077,18.334,71.87,68.21,4.421,4.425,0.0,0.0,0.0,0.0,0.0,1.4509,0.0,
2016-03-07,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,8.633333333333333,2.733333333333333,15.766666666666666,1.2333333333333334,59.5,3.233333333333333,8.530000000000001,6.449999999999999,66.7,637.791,42.8,0.0,235.318,17.399,71.83,68.22,4.383,4.482,0.0,0.0,0.0,0.0,0.0,1.7573,0.0,
2016-03-08,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,4.566666666666666,1.4666666666666668,7.666666666666667,1.8,44.86666666666667,0.0333333333333333,5.949999999999999,8.350000000000001,66.89,646.233,43.4,0.0,116.269,18.557,71.81,68.22,4.818,4.54,0.0,0.0,0.0,0.0,0.0,1.2833,0.0,
2016-03-09,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.0,-0.9333333333333332,8.033333333333333,2.4,41.96666666666667,8.366666666666667,18.045,5.199999999999999,67.0,651.156,43.7,0.0,76.139,19.168,71.75,68.2,5.279,4.468,0.0,0.0,0.0,0.0,0.0,0.8742,0.0,
2016-03-10,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,0.0666666666666666,-3.0666666666666664,4.8,2.3666666666666667,39.9,10.0,19.985,2.4,67.09,655.202,44.0,0.0,65.699,18.867,71.72,68.2,5.278,4.553,0.0,0.0,0.0,0.0,0.0,1.0783,0.0,
2016-03-11,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,0.0333333333333333,-4.7,5.6000000000000005,1.6666666666666667,43.7,10.966666666666669,20.58,0.6,67.14,657.457,44.1,0.0,45.238,19.135,71.67,68.19,5.509,4.549,0.0,0.0,0.0,0.0,0.0,1.4552,0.0,
2016-03-12,문의,1e-06,1e-06,1e-06,1e-06,1e-06,,,미발령,8.8,8.2,13.3,1.7,4.5,2.033333333333333,-5.3,9.366666666666667,1.0666666666666669,44.333333333333336,10.0,18.3,2.95,67.19,659.718,44.3,0.0,44.324,18.16,71.63,68.18,4.155,4.553,0.0,0.0,0.0,0.0,0.0,0.9548,0.0,
